1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:30.0	7:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0	7:0.0
1:0.0	2:0.0	3:1.0	4:4.0	5:0.0	6:34.0	7:1.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:11.0	7:0.0
1:0.0	2:1.0	3:1.0	4:0.0	5:0.0	6:38.0	7:0.0
1:0.0	2:0.0	3:0.0	4:12.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:1.0	4:24.0	5:0.0	6:14.0	7:1.0
1:0.0	2:1.0	3:0.0	4:8.0	5:1.0	6:11.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0	7:0.0
1:0.0	2:0.0	3:0.0	4:22.0	5:1.0	6:16.0	7:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0	7:0.0
1:0.0	2:0.0	3:1.0	4:2.0	5:0.0	6:10.0	7:1.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:13.0	7:1.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:13.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:14.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:16.0	7:1.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:16.0	7:0.0
1:0.0	2:1.0	3:0.0	4:1.0	5:0.0	6:15.0	7:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0
1:0.0	2:1.0	3:0.0	4:12.0	5:2.0	6:4.0	7:1.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:62.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:1.0	3:1.0	4:28.0	5:0.0	6:0.0	7:0.0
1:0.0	2:1.0	3:0.0	4:18.0	5:1.0	6:10.0	7:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:23.0	5:0.0	6:0.0	7:0.0
1:0.0	2:1.0	3:1.0	4:12.0	5:0.0	6:16.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0	7:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:1.0	4:26.0	5:0.0	6:12.0	7:1.0
1:0.0	2:1.0	3:0.0	4:15.0	5:1.0	6:13.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:10.0	7:0.0
1:0.0	2:0.0	3:0.0	4:10.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:10.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:34.0	7:0.0
1:0.0	2:0.0	3:0.0	4:11.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0	6:0.0	7:0.0
1:0.0	2:1.0	3:1.0	4:19.0	5:0.0	6:9.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:15.0	7:0.0
1:0.0	2:0.0	3:0.0	4:7.0	5:1.0	6:11.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:18.0	7:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:7.0	5:1.0	6:5.0	7:0.0
1:0.0	2:1.0	3:0.0	4:2.0	5:0.0	6:11.0	7:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0	6:0.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:40.0	7:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:20.0	7:0.0
1:1.0	2:1.0	3:0.0	4:22.0	5:1.0	6:5.0	7:0.0
